Year,Month,State,District,Serial Number,Station Code,Station Name,DO (mg/L),pH,Conductivity (µS/cm),BOD (mg/L),Nitrate (mg/L),Turbidity (NTU),Chloride (mg/L),COD (mg/L),Ammonia  (mg/L),TDS (mg/L),Temperature
2024,Feb,,,,3597,HESARAGHATTA LAKE,6.1,7.6,387,4,1.5,4.6,60,43,0.4,268,26
2024,Feb,,,,3598,HEROHALLI TANK,4.2,6.8,540,12,1.4,14.3,116,111,0.92,352,24
2024,Feb,,,,3599,ANCHEPALYA LAKE,6.2,7.1,520,6,1.6,10.3,40,53,0.88,364,26
2024,Feb,,,,3601,KARIHOBANAHALLI LAKE,1.7,7.3,2950,23,11.33,14.6,500,157,5.1,2062,22
2024,Feb,,,,3602,BELLANDUR LAKE,0.3(BDL),7.3,1097,7,4,6.3,148,81,0.4,734,27
2024,Feb,,,,3603,VENGAIYYANAKERE( KR PURAM LAKE ),3.4,7.4,1508,21,5,9.8,164,132,1.2,998,27
2024,Feb,,,,3604,DODDANEKKUNDI LAKE,4.7,8,435,9,1.4,13,64,86,0.72,298,25
2024,Feb,,,,3605,YELEMALLAPPA SHETTY LAKE,3.6,7.1,1712,22,6,2.5,244,140,2.6,1132,22
2024,Feb,,,,3606,DASARAHALLI TANK,3.2,7,482,18,1.85,12.6,76,130,4.6,334,25
2024,Feb,,,,3607,KALKERE TANK,2.8,8.6,1132,20,5,140,92,172,2.1,768,26
2024,Feb,,,,3608,VARTHUR LAKE,3.5,7.1,1197,10,4,43.2,168,92,0.49,812,23
2024,Feb,,,,3609,IBBALUR LAKE,5.2,7.7,694,6,2.2,8,104,64,0.58,472,27
2024,Feb,,,,3610,TUBARAHALLI TANK,3.1,8.2,615,18,2,53.6,100,152,2.3,418,26
2024,Feb,,,,3611,KAIKONDANAHALLI LAKE,4.3,7.4,1628,7,6.3,7,292,80,0.4,1112,27
2024,Feb,,,,3612,AGARAM LAKE,5,7.6,846,7,2.6,10.9,132,66,0.62,578,27
2024,Feb,,,,3613,GOTTIGERE LAKE,5.8,7.8,560,7,2,32.4,72,64,0.64,386,27
2024,Feb,,,,3614,PUTTENAHALLI LAKE,5.3,7.2,1121,5,5,5,136,52,0.45,762,27
2024,Feb,,,,3615,ARAKERE LAKE,4.1,7.5,1114,11,3.5,8.8,172,106,0.99,758,27
2024,Feb,,,,3616,KALENA AGRAHARA LAKE,5.4,7.9,558,6,2,32.6,76,60,0.62,384,27
2024,Feb,,,,3618,SINGASANDRA LAKE,2.6,7.9,1941,13,6.1,14,304,120,3.9,1320,28
2024,Feb,,,,3619,BEGUR TANK,5,7.7,707,7,2.2,5.6,112,69,0.57,482,27
2024,Feb,,,,3620,PARAPPANA AGRAHARA LAKE,2.5,7.9,1931,13,6,13.4,300,123,4,1314,27
2024,Feb,,,,3621,HARALUR LAKE,3.6,8.24,726,18,1.5,26.3,156,194,3.16,494,28
2024,Feb,,,,3622,SOMASUNDRAPALYA LAKE,4.1,7.5,1085,12,3.4,34,168,121,0.99,740,28
2024,Feb,,,,3623,ANEKAL DODDAKERE TANK,3.8,7,1302,17,5,4.6,196,116,1,882,27
2024,Feb,,,,3624,PUTTENAHALLI LAKE,4.9,7.4,635,7,2.1,8.3,80,69,0.88,442,25
2024,Feb,,,,3625,HEBBAL LAKE,5,7.5,630,7,2.1,8.4,80,69,0.76,438,24
2024,Feb,,,,3626,NAGAVARA LAKE,5.6,7.4,648,4,2.48,20.9,76,40,0.48,452,26
2024,Feb,,,,3627,JAKKUR LAKE,3.2,7.6,1332,14,5.1,79.2,208,125,4.8,930,25
2024,Feb,,,,3628,AMRUTHAHALLI LAKE,5.3,7.3,640,4,2.4,17.9,72,40,0.46,442,28
2024,Feb,,,,3629,ALLALASANDRA LAKE,4.5,7.8,1058,8,4.4,10.1,176,79,0.72,730,29
2024,Feb,,,,3630,YELAHANKA TANK,4.6,7.7,1132,8,4.4,10.6,204,78,0.79,780,24
2024,Feb,,,,3632,VEERAPURA TANK,4.3,7.1,160,11,0.5,19,20,109,0.91,110,28
2024,Feb,,,,3633,SUBRAMANYAPURA TANK,4.4,7.7,862,8,3,8.2,116,92,0.4,586,26.7
2024,Feb,,,,3634,DEVARAKERE TANK,2.1,7.3,454,19,2,100,32,128,2.8,308,30
2024,Feb,,,,3635,MALATHAHALLI LAKE,3.7,7.6,1496,14,6,14.5,240,120,2.4,1017,24.3
2024,Feb,,,,3636,HOSKERE LAKE,1.2,6.7,804,25,3,1(BDL),72,132,1.9,544,27.9
2024,Feb,,,,3638,YELACHENAHALLI LAKE,5.7,7.5,396,4,1.52,18.4,64,42,0.4,274,29
2024,Feb,,,,3640,UTTARAHALLI DORAIKERE,2.6,8.2,641,21,3,161,72,200,3.6,442,26.3
2024,Feb,,,,3641,DHOREKERE TANK,4.3,8.3,486,8,2,94,40,80,0.49,330,28
2024,Feb,,,,3642,JIGANI TANK,1.8,7.1,1229,18,5,2.8,268,140,2.4,834,27
2024,Feb,,,,3643,BENNIGANAHALLI LAKE,6,7.7,538,4,1.8,6.9,52,48,0.4,360,19
2024,Feb,,,,3655,MATHIKERE TANK,4.1,7.6,811,13,2.5,87.9,124,133,0.99,554,29
2024,Feb,,,,4094,GANGONDANAHALLI LAKE,0.5,7.5,2129,29,9.4,24.6,260,196,8.2,1458,25
2024,Feb,,,,4095,CHIKKABANAVARA LAKE,1,7.5,1907,26,7.32,29.2,324,190,6.2,1332,26
2024,Feb,,,,4096,ANDHRAHALLI LAKE,1.2,8,1920,20,7.7,15.6,192,132,2.8,1220,24
2024,Feb,,,,4097,KACHOHALLI LAKE,1.9,7.5,1830,18,7.8,15.7,164,117,2.4,1254,25
2024,Feb,,,,4107,"RIVER DAKSHINA PINAKINI NEAR MUGALUR BRIDGE MUGALUR, BENGALURU",0.3(BDL),7.4,1504,33,4.8,115,236,268,19.1,1024,22
2024,Feb,,,,4503,MADHURE TANK,4.2,7.3,432,11,1.4,17.4,64,111,0.94,296,29
2024,Feb,,,,4504,SARAKKI LAKE,6.1,7.9,908,4,3.5,2.8,152,44,0.56,632,28
2024,Feb,,,,4505,NELAMANGALA LAKE,5.4,7.2,1705,6,6,10.8,288,52,0.4,1128,32
2024,Feb,,,,4507,CHELEKERE LAKE,5.4,7.3,645,4,2.44,18.4,72,48,0.62,448,28
2024,Feb,,,,4508,SINGAPURA LAKE,5.2,7.4,643,5,2.43,19.2,68,48,0.49,446,28
2024,Feb,,,,4509,NARASIPURA LAKE,5.1,7.3,642,4,2.38,20.2,64,45,0.53,444,27
2024,Feb,,,,4510,RACHENAHALLI LAKE,3.1,7.7,1337,18,5.39,85.5,212,134,4.9,936,31
2024,Feb,,,,4511,KOGILU KERE,5,7.4,646,4,2.68,20.6,76,40,0.44,450,32
2024,Feb,,,,4512,VISWANEEDAM LAKE,1.8,7.9,1474,18,5.6,12.8,228,119,2.5,1012,24
2024,Feb,,,,4513,RAMAMMANA KERE,6.4,7.6,535,4,2.05,6.1,88,40,0.48,370,27
2024,Feb,,,,4514,SADARAMANGALA LAKE,2.6,7.1,625,16,2,44,104,148,8.2,426,27
2024,Feb,,,,4515,BHATTARAHALLI LAKE,6,8.9,896,4,3,9.2,156,44,0.4,604,22
2024,Feb,,,,4516,KUNDALAHALLI LAKE,4.6,8.7,1283,8,5.4,8.8,304,70,0.84,882,28
2024,Feb,,,,4518,GARUDACHARPALYA TANK,4.3,8.1,669,9,2,46,104,96,0.89,454,26
2024,Feb,,,,4519,RAMPURA LAKE,2.6,6.9,1595,25,6,66.2,196,196,3.6,1084,27
2024,Feb,,,,4520,CHINNAPPANAHALLI LAKE,4.6,8.2,574,8,2,24.2,96,92,0.86,390,27
2024,Feb,,,,4522,VIBHUTHIPURA LAKE,3,6.8,640,14,2,117,96,140,4.2,438,21
2024,Feb,,,,4523,NALLURAHALLI LAKE,5.6,7.7,487,6,2,36.8,56,56,0.42,330,27
2024,Feb,,,,4524,PATTANDUR AGRAHARA LAKE,4.9,7.5,1740,7,7,3.8,320,60,0.62,1182,26
2024,Feb,,,,4525,SEETHARAMPALYA LAKE,1.9,7.4,1189,21,4,44,260,184,4.2,808,26
2024,Feb,,,,4526,DEVASANDRA LAKE,4.9,7.3,489,7,2,17.9,60,84,0.4,330,20
2024,Feb,,,,4527,SHEELAVANTA-WHITEFIELD LAKE,1.8,8.2,998,20,4,96,236,220,6.2,678,24
2024,Feb,,,,4528,DODDAKANNEHALLI LAKE,4.2,7.4,907,9,2.3,8.9,212,86,0.41,620,27
2024,Feb,,,,4530,KAMMASANDRA LAKE,0.3(BDL),7.2,2311,101,9,15.5,444,360,18.9,1570,22
2024,Feb,,,,4531,RAYASANDRA LAKE,1,7.5,2081,23,6,73.6,324,189,14,1418,22
2024,Feb,,,,4532,CHANDAPURA LAKE,0.3(BDL),7.4,2380,36,7.6,26.9,464,295,21.4,1622,24
2024,Feb,,,,4534,SOMPURA LAKE,2.2,8.2,2230,41,9,19,328,284,6.2,1516,29
2024,Feb,,,,4536,HOSAKEREHALLI LAKE,1,7.1,1026,19,4,5,100,164,1.8,707,29.6
2024,Feb,,,,4537,CHINNAKURCHI KERE,4.5,8.3,1447,8,6,132,136,80,0.45,982,30
2024,Feb,,,,4538,MACHOHALLI LAKE,1.3,7.5,2123,24,10.7,14.8,232,157,2.4,1452,26
2024,Feb,,,,4539,DODDABIDARAKALLU LAKE,2.1,7.5,1588,20,5.7,13.8,196,131,2.3,1080,25
2024,Feb,,,,4540,KAMMAGONDANAHALLI LAKE,4.1,7.7,1776,5,6.8,16.1,300,50,0.76,1230,26
2024,Feb,,,,4541,ALUR LAKE,6.3,7.5,538,4,2.13,6.4,92,40,0.43,374,25
2024,Feb,,,,4542,BASAVANAPURA LAKE,4.3,8,557,11,1.7,73.2,84,114,0.95,380,27
2024,Feb,,,,4543,KODI SINGASANDRA LAKE,4.9,7.7,699,7,2.2,6.2,108,74,0.6,474,27
2024,Feb,,,,4544,KOTHANURU LAKE,5.1,7.7,700,6,2.2,5.8,108,64,0.53,482,28
2024,Feb,,,,4545,JUNGU KERE (DEVARABEESANAHALLI LAKE),4.7,7.3,1240,6,4.4,4.4,276,75,0.4,846,27
2024,Feb,,,,4546,JAKKSANDRA LAKE (KASAVANAHALLI LAKE ),4.6,7.26,719,8,1.9,5.3,176,84,0.4,490,27
2024,Feb,,,,4547,MANGAMANAPALYA LAKE(SWARANA KUNTE),4.9,7.9,1012,7,3.2,15,156,68,0.64,690,27
2024,Feb,,,,5558,"Kannahalli Lake Kannahalli, Bengaluru",5.6,7.7,1478,5,5.67,14.8,248,48,0.58,1022,24
2024,Feb,,,,5559,"Shettihalli Lake, Mallasandra Gudde Lake Bengaluru",3.3,7.6,1766,17,6.8,16.4,296,128,4.9,1224,25
2024,Feb,,,,5560,"Hoodi (Rajapalya Lake) Itpl Main Road, Near Hoodi,Bengaluru",4.2,7.7,1186,9,4,14.8,260,80,0.65,806,27
2024,Feb,,,,5561,"Munekolalu Lake ,Marathahalli, East Taluka ,Bengaluru",2.8,7.8,625,16,2,78,104,144,1.2,426,26
2024,Feb,,,,5562,"MahadevpuraÂ   Lake, K. R. Puram , Bangalore East Taluka",4.6,8.2,574,8,2,24.2,96,92,0.86,390,27
2024,Feb,,,,5563,"Segehalli Lake Baavanapura Road Battarahalli , Bangalore East",3.8,8.2,810,29,3,33.3,120,168,7.6,546,21
2024,Feb,,,,5564,"Kannamangala Lake Hoskote Main Road , Bengalore",3.4,7.2,1870,22,7,23.2,416,136,2.3,1238,21
2024,Feb,,,,5565,Kannur Lake Near By Hennur Road Bengalore,6.1,7.5,897,4,3,7.2,164,40,0.4,606,27
2024,Feb,,,,5566,"Basavanapura Lake Ayyappa Nagr Main Road , K. R. Puram , Bengaluru",6.2,8.2,530,9,2,14,52,88,0.9,364,22
2024,Feb,,,,5567,"Doddakallasandra Lake,Bengaluru",5.1,7.3,1111,5,4,5.6,136,52,0.46,754,27
2024,Feb,,,,5568,"Ulsoor Lake Near Kalyani,Bengaluru",6.8,9.3,368,4,1.4,12.6,60,40,0.48,254,30
2024,Feb,,,,5569,"Byrasandra Upper Lake,Bengaluru",6.1,7.9,524,5,2.01,9.2,88,49,0.4,362,30
2024,Feb,,,,5570,"Soulkere, Kaikondrahalli Vill,Bengaluru",4.4,7.4,718,7,1.9,6.8,176,74,0.4,496,27
2024,Feb,,,,5571,"Kudlu Doddakere, Kudlu Vill,Bengaluru",3.2,7.38,894,20,2.2,22.4,164,195,2.9,608,27
2024,Feb,,,,5572,"Kudlu Chikkakere, Bgp Layout Kudlu Vill ,Bengaluru",4.4,7.4,895,8,2.1,6.2,196,76,0.4,600,27
2024,Feb,,,,5574,"Anjanapura Lake ( Avala Halli Lake) Anjanapura,Bengaluru",4.2,7.9,560,12,1.8,65.8,84,116,0.97,382,27
2024,Mar,,,,1388,Ulsoor Lake Training Centre Of Fish Breeding,5,8.2,396,7,1.4,137,48,84,0.4,272,30
2024,Mar,,,,2778,River Arkavathi At Tippagondanahalli Reservoir,3.4,8.6,1379,15,5.2,38.6,224,140,2.6,938,31.4
2024,Mar,,,,3589,Madiwala Tank,4.5,7.13,693,6,1.6,212,128,55,0.4,476,26
2024,Mar,,,,3590,Lalbagh Tank,4.4,7.4,598,4,2.31,9.4,96,43,0.61,418,28
2024,Mar,,,,3591,Kempambudhi Tank,2.9,7,553,20,2.14,22.6,88,163,4.7,384,28
2024,Mar,,,,3592,Yediyur Tank,3.3,6.9,313,19,1.2,10.8,48,160,4.4,216,28
2024,Mar,,,,3593,Ulsoor Lake Temple,5.1,8.2,393,7,1.4,148,44,88,0.4,264,29
2024,Mar,,,,3594,Sankey Tank,5.8,7.9,576,7,2.2,6.8,76,66,0.8,408,29
2024,Mar,,,,3595,Byrasandra Tank,5.4,8.5,385,6,1.4,138,52,56,0.4,270,29
2024,Mar,,,,3596,Nayandanahalli Tank,4.3,7.8,913,11,3.4,8.4,148,104,0.82,640,24
2024,Mar,,,,3597,Hesaraghatta Lake,5.3,7,394,7,1.4,7.8,48,65,0.85,286,26
2024,Mar,,,,3598,Herohalli Tank,4.4,7.1,529,4,2,19.6,84,44,0.79,364,26
2024,Mar,,,,3599,Anchepalya Lake,4.4,6.7,429,8,8.3,9.2,84,76,0.9,304,26
2024,Mar,,,,3601,Karihobanahalli Lake,1.4,7.7,3020,28,10.5,15.9,570,168,23,1998,25
2024,Mar,,,,3602,Bellandur Lake,4.4,7.1,646,8,2.3,32.3,100,96,0.4,432,27
2024,Mar,,,,3603,Vengaiyyanakere( Kr Puram Lake ),3.1,7.1,1517,21,5.8,8.9,252,155,3.9,1048,19
2024,Mar,,,,3604,Doddanekkundi Lake,4.4,7.6,2241,11,10,10.6,548,103,0.76,1536,25
2024,Mar,,,,3605,Yelemallappa Shetty Lake,4.4,7,1730,5,6.6,10.8,288,60,0.52,1204,22
2024,Mar,,,,3606,Dasarahalli Tank,0.5,6.7,383,18,1.7,13.6,64,120,2,280,28
2024,Mar,,,,3607,Kalkere Tank,0.3(BDL),7.7,1253,148,4,198,200,992,18.4,864,26
2024,Mar,,,,3608,Varthur Lake,1.2,7.4,1405,81,4.8,18.8,164,228,39,922,32
2024,Mar,,,,3609,Ibbalur Lake,4.6,7,619,8,2.2,37.5,92,92,0.4,418,28
2024,Mar,,,,3610,Tubarahalli Tank,4.4,7,702,8,2.4,39.8,128,76,0.4,466,26
2024,Mar,,,,3611,Kaikondanahalli Lake,1.3,7.9,2015,17,7,122,332,132,2.2,1370,28
2024,Mar,,,,3612,Agaram Lake,3.4,7.4,966,14,3.1,126,148,145,7.6,658,27
2024,Mar,,,,3613,Gottigere Lake,4.6,7.6,1042,8,2.5,11.4,184,79,0.4,710,26
2024,Mar,,,,3614,Puttenahalli Lake,3.1,8,667,12,2.5,16,100,116,0.98,456,24
2024,Mar,,,,3615,Arakere Lake,3.4,8.2,669,12,1.6,52,132,147,0.9,456,26
2024,Mar,,,,3616,Kalena Agrahara Lake,4.3,8,580,5,1.3,26.6,124,48,0.8,396,26
2024,Mar,,,,3618,Singasandra Lake,4.5,8.5,634,6,1.6,68,132,55,0.4,NA,25
2024,Mar,,,,3619,Begur Tank,3.5,7.28,998,11,2.3,14.3,156,103,0.61,680,26
2024,Mar,,,,3620,Parappana Agrahara Lake,2.3,8.5,1088,17,4,66.2,212,168,3.8,750,28
2024,Mar,,,,3621,Haralur Lake,3.2,9,836,15,3,69.4,148,140,2,576,27
2024,Mar,,,,3622,Somasundrapalya Lake,4.4,8,694,7,2,39.3,108,60,0.4,470,28
2024,Mar,,,,3623,Anekal Doddakere Tank,6.1,7.9,1150,4,4.5,5.6,196,45,0.49,796,34
2024,Mar,,,,3624,Puttenahalli Lake,2.4,7.4,770,38,2.6,57.8,96,176,2.1,512,26
2024,Mar,,,,3625,Hebbal Lake,2.2,7.6,745,28,2.5,49.2,96,172,1.2,496,28
2024,Mar,,,,3626,Nagavara Lake,2.6,8.2,751,25,3,37,108,172,2.9,518,28
2024,Mar,,,,3627,Jakkur Lake,3,8.1,1173,18,4,74,212,164,2.4,809,32
2024,Mar,,,,3629,Allalasandra Lake,3.6,8.1,1248,32,4,75,224,188,4.5,857,28
2024,Mar,,,,3630,Yelahanka Tank,3.5,8.1,1255,31,4,63,240,184,4.4,853,30
2024,Mar,,,,3632,Veerapura Tank,4.4,7.6,692,8,2.4,115,88,88,0.4,470,32
2024,Mar,,,,3633,Subramanyapura Tank,5.5,7.5,874,5,3.5,39.6,144,48,0.42,594,29
2024,Mar,,,,3634,Devarakere Tank,4.4,7.9,292,11,1,12.8,32,104,0.9,202,37
2024,Mar,,,,3635,Malathahalli Lake,4.6,7.7,1198,7,7.2,6.6,88,84,0.9,824,25.3
2024,Mar,,,,3636,Hoskere Lake,5.2,6.9,919,6,3.7,27,80,56,0.4,624,28
2024,Mar,,,,3638,Yelachenahalli Lake,4.7,7.4,466,5,1.79,4.9,76,45,0.68,318,28
2024,Mar,,,,3640,Uttarahalli Doraikere,0.9,6.9,1893,40,6.9,48,228,273,28.6,1296,27.9
2024,Mar,,,,3641,Dhorekere Tank,1.2,6.6,675,28,2.3,206,52,188,20.4,470,37.6
2024,Mar,,,,3642,Jigani Tank,6.2,7.8,1147,4,4.4,5.2,188,44,0.4,790,33
2024,Mar,,,,3643,Benniganahalli Lake,6.2,7.3,571,4,2.19,4.9,92,45,0.4,392,19
2024,Mar,,,,4094,Gangondanahalli Lake,0.3(BDL),7.3,3010,86,11.5,18.2,512,383,26,2088,27
2024,Mar,,,,4095,Chikkabanavara Lake,0.9,7.6,1268,17,6.7,14.4,296,116,1.3,882,26
2024,Mar,,,,4096,Andhrahalli Lake,3.3,8,2290,16,9.24,7.2,380,120,1.2,1556,28
2024,Mar,,,,4097,Kachohalli Lake,0.3(BDL),7.6,3040,94,11.7,17.1,516,395,21,2116,26
2024,Mar,,,,4107,"River Dakshina Pinakini Near Mugalur Bridge Mugalur, Bengaluru",3.2,8.18,2040,10,10.9,56,396,116,3,1386,22
2024,Mar,,,,4503,Madhure Tank,6.2,7.5,312,5,0.85,36.2,16,48,0.4,212,32
2024,Mar,,,,4504,Sarakki Lake,5.1,7.8,955,4,3.67,3.9,160,44,0.61,650,28
2024,Mar,,,,4505,Nelamangala Lake,4.2,6.9,1856,10,5.9,3.3,292,99,0.99,1264,31
2024,Mar,,,,4506,Abbigere Lake,0.5,7.8,1392,20,6.4,18.2,220,133,4,966,26
2024,Mar,,,,4507,Chelekere Lake,2.3,7.9,754,27,3,38,92,172,2.8,510,34
2024,Mar,,,,4508,Singapura Lake,2.2,7.9,755,19,3,46,104,168,2.4,513,33
2024,Mar,,,,4509,Narasipura Lake,2.4,8,758,17,3,39,108,168,2.5,520,32
2024,Mar,,,,4510,Rachenahalli Lake,3,8,931,17,3,44,160,168,2.3,642,34
2024,Mar,,,,4511,Kogilu Kere,2.8,8,758,29,3,48,96,172,2.8,515,34
2024,Mar,,,,4513,Ramammana Kere,4.8,8,1114,8,6,8.4,292,70,0.83,778,26
2024,Mar,,,,4514,Sadaramangala Lake,3.5,7.1,819,19,3.3,15,164,128,1.5,580,27
2024,Mar,,,,4515,Bhattarahalli Lake,5.9,8.5,907,7,3.6,15.1,176,60,0.51,616,22
2024,Mar,,,,4516,Kundalahalli Lake,4.6,8.5,1581,8,5.5,77.8,364,92,0.4,1046,28
2024,Mar,,,,4518,Garudacharpalya Tank,4.4,8.1,700,11,2.7,8.5,116,101,0.8,476,26
2024,Mar,,,,4519,Rampura Lake,0.3(BDL),6.7,1636,74,6,46,216,488,20.2,1112,27
2024,Mar,,,,4520,Chinnappanahalli Lake,4.9,8.5,615,9,2.4,8.4,108,84,0.77,430,27
2024,Mar,,,,4521,Devarabeesanahalli Lake,1.2,7.5,998,18,4,79,188,156,3.2,678,28
2024,Mar,,,,4522,Vibhuthipura Lake,5.9,7.8,646,7,2.1,39.3,60,60,0.4,438,21
2024,Mar,,,,4523,Nallurahalli Lake,4.9,6.6,750,9,4.7,7.3,240,86,0.79,520,27
2024,Mar,,,,4524,Pattandur Agrahara Lake,4.7,7.4,2269,10,10,9.8,552,90,0.72,1552,26
2024,Mar,,,,4525,Seetharampalya Lake,4.6,8.5,1020,10,5.6,9.7,124,98,0.82,652,26
2024,Mar,,,,4526,Devasandra Lake,3.3,6.5,624,16,2.39,38.8,100,133,3.6,430,20
2024,Mar,,,,4527,Sheelavanta-Whitefield Lake,4.7,8.1,1235,10,10,10.2,292,94,0.76,850,24
2024,Mar,,,,4528,Doddakannehalli Lake,1.3,7.9,2015,17,7,122,332,132,2.3,1370,28
2024,Mar,,,,4529,Kasavanahalli Lake,6,7.7,986,5,4,5.7,184,48,0.46,680,27
2024,Mar,,,,4530,Kammasandra Lake,0.3(BDL),7.4,2356,90,9,16.2,400,369,21,1648,23
2024,Mar,,,,4531,Rayasandra Lake,0.3(BDL),7.7,2250,66,8.6,8.1,380,328,4.9,1562,21
2024,Mar,,,,4532,Chandapura Lake,0.3(BDL),7.19,2552,51,11,14,448,354,32,1736,24
2024,Mar,,,,4534,Sompura Lake,4.8,8.7,1284,9,5.5,9.2,164,80,0.78,894,27.6
2024,Mar,,,,4536,Hosakerehalli Lake,1.5,6.7,1038,17,4.3,18.5,104,114,2.8,724,28.8
2024,Mar,,,,4537,Chinnakurchi Kere,4.6,8.8,1400,9,6.7,7.8,204,86,0.91,972,26.7
2024,Mar,,,,4538,Machohalli Lake,0.3(BDL),7.7,3090,120,11.8,18.4,528,401,24,2156,26
2024,Mar,,,,4539,Doddabidarakallu Lake,0.8,7.6,1185,18,6,20.5,152,120,2,525,27
2024,Mar,,,,4540,Kammagondanahalli Lake,0.7,7.8,1360,18,6.6,18.6,216,120,2.2,944,29
2024,Mar,,,,4542,Basavanapura Lake,4.4,7.4,641,8,1.1,54,100,83,0.4,370,26
2024,Mar,,,,4543,Kodi Singasandra Lake,4.2,7.28,1014,5,2.5,12.3,224,55,0.4,670,26
2024,Mar,,,,4544,Kothanuru Lake,4.3,7.6,457,7,NA,12.3,44,63,0.9,320,25.6
2024,Mar,,,,4547,Mangamanapalya Lake(Swarana Kunte),3,7.6,1135,15,3.6,130,176,149,10,774,27
2024,Mar,,,,5558,"Kannahalli Lake Kannahalli, Bengaluru",4.1,7.4,1713,5,6.6,9.8,292,48,0.86,1186,27
2024,Mar,,,,5560,"Hoodi (Rajapalya Lake) Itpl Main Road, Near Hoodi,Bengaluru",4.8,8.5,990,10,5.6,6.8,168,94,0.84,678,27
2024,Mar,,,,5561,"Munekolalu Lake ,Marathahalli, East Taluka ,Bengaluru",4.8,8.4,760,10,2.9,11.2,120,99,0.83,522,26
2024,Mar,,,,5562,"Mahadevpuraâ  Lake, K. R. Puram , Bangalore East Taluka",5.6,8.5,634,6,22,38.6,104,56,0.4,426,27
2024,Mar,,,,5563,"Segehalli Lake Baavanapura Road Battarahalli , Bangalore East",3.2,7.8,996,13,3.8,42.8,164,125,3.8,690,21
2024,Mar,,,,5564,"Kannamangala Lake Hoskote Main Road , Bengalore",4.2,7.7,1950,8,7.8,37.2,156,92,0.99,1326,21
2024,Mar,,,,5565,Kannur Lake Near By Hennur Road Bengalore,5.2,7.9,1442,8,5,35.2,176,80,0.4,994,27
2024,Mar,,,,5566,"Basavanapura Lake Ayyappa Nagr Main Road , K. R. Puram , B'lore",4.7,7.9,541,9,1.77,16.5,64,80,0.72,368,22
2024,Mar,,,,5567,"Doddakallasandra Lake,Bengaluru",3.2,7.1,879,15,3.2,185,148,149,2.99,600,26
2024,Mar,,,,5568,"Ulsoor Lake Near Kalyani,Bengaluru",4.5,6.9,730,8,2.5,13.2,92,72,0.4,492,29
2024,Mar,,,,5569,"Byrasandra Upper Lake,Bengaluru",4.4,7,723,8,2.5,8.2,92,92,0.4,486,29
2024,Mar,,,,5570,"Soulkere, Kaikondrahalli Vill,Bengaluru",3.4,7.9,2084,9,7,92,316,92,0.87,1436,27
2024,Mar,,,,5571,"Kudlu Doddakere, Kudlu Vill,Bengaluru",3.2,8.6,1167,15,4,98.6,216,116,2,792,27
2024,Mar,,,,5572,"Kudlu Chikkakere, Bgp Layout Kudlu Vill ,Bengaluru",5.3,8.5,863,6,3,55.8,156,56,0.48,586,27
2024,Mar,,,,5574,"Anjanapura Lake ( Avala Halli Lake) Anjanapura,Bengaluru",4.3,7.49,443,6,0.81,10.1,48,55,0.4,306,26
2024,Apr,,,,1388,Ulsoor Lake Training Centre Of Fish Breeding,4.8,8.8,451,8,1.5,10.6,68,69,0.48,308,31
2024,Apr,,,,3593,Ulsoor Lake Temple,4.9,8.8,460,7,1.5,10.2,60,64,0.43,314,31
2024,Apr,,,,5568,"Ulsoor Lake Near Kalyani,Bengaluru",4.9,8.9,459,7.4,1.5,10,60,65,0.42,314,31
2024,Apr,,,,5569,"Byrasandra Upper Lake,Bengaluru",3,7.5,656,18,2.9,12.3,116,118,1.8,448,31
2024,Apr,,,,3595,Byrasandra Tank,4.7,8.6,456,7,1.5,9.7,60,64,0.43,312,31
2024,Apr,,,,4505,Nelamangala Lake,2.8,7.2,2330,54,8,16.8,580,244,6.5,1556,34
2024,Apr,,,,3632,Veerapura Tank,3.1,6.5,1056,16,3.4,182,164,145,2.98,720,36
2024,Apr,,,,3620,Parappana Agrahara Lake,0.3(BDL),8.2,882,66,4,124,160,292,13.8,580,29
2024,Apr,,,,3622,Somasundrapalya Lake,1.2,7.9,1318,29,5.06,16.1,188,199,4.8,886,29
2024,Apr,,,,4514,Sadaramangala Lake,4.6,7.8,788,8,3.4,124,132,92,13.8,520,29
2024,Apr,,,,5574,"Anjanapura Lake ( Avala Halli Lake) Anjanapura,Bengaluru",5.2,7.1,376,5,0.8,6.2,68,45,0.4,260,30
2024,Apr,,,,4544,Kothanuru Lake,4.8,7.5,394,7,0.8,7.4,44,88,0.4,270,30
2024,Apr,,,,3614,Puttenahalli Lake,4.6,7.5,640,5,1.5,5.2,132,46,0.4,438,31
2024,Apr,,,,3613,Gottigere Lake,3.6,7.3,1128,10,2.8,18.2,196,117,3.6,770,30
2024,Apr,,,,3616,Kalena Agrahara Lake,4.6,7.3,373,8,0.8,5.8,48,89,0.4,260,30
2024,Apr,,,,3615,Arakere Lake,4.9,7.5,389,6,0.8,6.8,68,75,0.42,288,30
2024,Apr,,,,3589,Madiwala Tank,5.2,7.3,666,8,1.5,4.9,116,81,0.46,458,29
2024,Apr,,,,3612,Agaram Lake,5.3,7.3,1067,7,3,7,124,87,0.4,730,30
2024,Apr,,,,3619,Begur Tank,5.4,7.2,1274,7,NA,6.3,164,75,3.06,860,31
2024,Apr,,,,3618,Singasandra Lake,5.2,7.1,1280,6,2.9,5.8,196,69,0.4,870,30
